videos subidos,titulo,direccion,publicado
180,Filipo II de Macedonia. Un coloso a la sombra de Alejandro Magno. Eva Tobalina,https://www.youtube.com/watch?v=c5_WUH7eqn0,2020-11-19 16:00:09
181,"Julio César: genio militar, político y literario. Eva Tobalina",https://www.youtube.com/watch?v=frwpS0X5L3k,2020-11-24 18:00:10
182,"Marco Aurelio, el emperador filósofo. Eva Tobalina",https://www.youtube.com/watch?v=sLvlFcWo6ZE,2020-12-04 16:00:14
183,Arte y escritura jeroglífica en el Antiguo Egipto (I). Mari Luz Mangado,https://www.youtube.com/watch?v=rXhTYSNgNIM,2020-12-06 11:00:11
184,"""Luces de Navidad"". Composición musical de Marisa Sánchez y texto de Juan de Pedro",https://www.youtube.com/watch?v=YegMmrRgrJI,2020-12-08 10:00:24
185,Arte y escritura jeroglífica en el Antiguo Egipto (II). Mari Luz Mangado,https://www.youtube.com/watch?v=tQsv4bGgons,2020-12-08 11:00:11
186,Arte y escritura jeroglífica en el Antiguo Egipto (III). Mari Luz Mangado,https://www.youtube.com/watch?v=e_r7atrctOA,2020-12-10 16:00:12
187,"Consejos preciosos para la educación. Cómo ser y ayudar a ser feliz. Enrique Rojas, psiquiatra",https://www.youtube.com/watch?v=F72FRxxizp4,2020-12-12 16:00:12
188,Egipto y el Imperio Antiguo. Los grandes faraones y las Pirámides. Eva Tobalina,https://www.youtube.com/watch?v=nZp4Ei9A-zQ,2021-02-13 16:30:12
189,Egipto faraónico. De la caída del Imperio Antiguo al nacimiento del gran Imperio Medio. Eva Tobalina,https://www.youtube.com/watch?v=bcERt3Dk64c,2021-02-18 18:00:15
190,Egipto. El Imperio Medio II.  Esplendor de la XII Dinastía y culto a Amón. Eva Tobalina,https://www.youtube.com/watch?v=uLWL1__uqTI,2021-02-25 18:00:13
191,QUÉ ES LA FILOSOFÍA. Filosofía y hombre en la Grecia Clásica. Por Guillermo Navarro,https://www.youtube.com/watch?v=Hgh_ZziLFGE,2021-02-27 17:00:14
192,Egipto. Los Faraones Hicsos y el despertar del Imperio Nuevo. Eva Tobalina,https://www.youtube.com/watch?v=28T7qLrq00E,2021-03-04 18:00:15
193,EL PRINCIPIO DE NO CONTRADICCIÓN. Filosofía y hombre en la Grecia Clásica. Por Guillermo Navarro,https://www.youtube.com/watch?v=zFXm0FdPz0I,2021-03-06 17:00:18
194,Alfabeto y Democracia en la Antigüedad. Eva Tobalina (entrevista),https://www.youtube.com/watch?v=bF9WXMPr4so,2021-03-07 17:00:12
195,¿Por qué es la playa igual que las personas? María Luisa Sánchez y Juan de Pedro,https://www.youtube.com/watch?v=LnmJBpBp_T4,2021-03-09 18:00:13
196,"Hathsepsut, Amenofis III, Akenatón y Nefertiti. La XVIII Dinastía (Imperio Nuevo). Eva Tobalina",https://www.youtube.com/watch?v=UndhYOd7UuI,2021-03-11 18:00:15
197,"Arte y poder. Felipe II, un príncipe del Renacimiento. Javier Vélez Chaurri",https://www.youtube.com/watch?v=av2MMVDSh2c,2021-03-13 16:30:14
198,QUÉ ES EL HOMBRE según la filosofía griega clásica. Por Guillermo Navarro,https://www.youtube.com/watch?v=KKp7m7Jk9is,2021-03-15 17:00:14
199,De Tutankamon al gran faraón Seti I. Egipto: el Imperio Nuevo y la XIX Dinastía. Eva Tobalina,https://www.youtube.com/watch?v=tBIaI28i9oQ,2021-03-18 17:30:16
200,LA VIDA SENSIBLE DEL HOMBRE en la filosofía griega clásica. Guillermo Navarro,https://www.youtube.com/watch?v=JKtoNaDjh9g,2021-03-21 17:00:23
201,RAMSES II. Del esplendor de la XIX Dinastía a la llegada de los Pueblos del Mar. Eva Tobalina,https://www.youtube.com/watch?v=OoEDjDvpGsQ,2021-03-25 18:00:14
202,LA VIDA INTELECTUAL en la filosofía griega clásica. Guillermo Navarro,https://www.youtube.com/watch?v=LgIvkBUlDKY,2021-03-28 15:00:21
203,"Egipto. La llegada de los Pueblos del Mar, los Faraones Nubios y la invasión Asiria. Eva Tobalina",https://www.youtube.com/watch?v=LwxLvNCwMr8,2021-03-30 16:30:12
204,"La Pasión de Cristo en grandes poetas: Teresa de Jesús, Ernestina de Champourcin, Lope de Vega...",https://www.youtube.com/watch?v=HeJHSBCVgVs,2021-03-31 16:00:18
205,"Via Crucis de Ernestina de Champourcin, recitado por Cristina Basoco. Poesía, Arte y Semana Santa.",https://www.youtube.com/watch?v=cFmIhTdYLAY,2021-04-02 14:30:13
206,"Pasión y Resurrección de Cristo en la poesía de Unamuno, Dámaso Alonso, María Elvira Lacaci...",https://www.youtube.com/watch?v=p8pvePUB5Xg,2021-04-03 15:30:13
207,La libertad según el paradigma griego clásico. Filosofía y hombre (6). Guillermo Navarro,https://www.youtube.com/watch?v=DN7MobV1YuQ,2021-04-08 15:00:15
208,Egipto Antiguo. De los Asirios a Alejandro Magno y la fundación de Alejandría. Eva Tobalina,https://www.youtube.com/watch?v=_oUtjC2YEJY,2021-04-10 14:00:15
209,SÉNECA y su ideal de ciudadano romano. Guillermo Navarro,https://www.youtube.com/watch?v=3cz8T2olV0M,2021-04-13 16:00:12
210,De Alejandro Magno a Cleopatra. El Egipto Ptolemaico. Eva Tobalina.,https://www.youtube.com/watch?v=XGld0Jo8GQo,2021-04-16 15:00:15
211,Leyenda de Zoraida y Mulhacén. Composición musical de Mª Luisa Sánchez y texto de Juan de Pedro,https://www.youtube.com/watch?v=MXHZCVvN7ek,2021-04-18 10:01:00
212,La vida ética según el paradigma griego. Filosofía y hombre (7). Guillermo Navarro,https://www.youtube.com/watch?v=6kPbRL9VGvs,2021-04-21 14:00:16
213,"Mesopotamia. Sumer y los sumerios: donde ""todo"" empezó. Eva Tobalina",https://www.youtube.com/watch?v=rIlh-EYWgoQ,2021-04-23 15:00:31
214,"Galileo Galilei, padre de la ciencia moderna. Una historia apasionante. David Corral",https://www.youtube.com/watch?v=OJWQyuW5jLY,2021-04-25 14:00:13
215,Libertad y Felicidad en la filosofía griega clásica. Guillermo Navarro,https://www.youtube.com/watch?v=0CdbiWi-OZI,2021-04-27 15:00:16
216,Las Tumbas Reales de Ur (Mesopotamia II). Su apasionante historia y realidad. Eva Tobalina,https://www.youtube.com/watch?v=lxOlS4hVeHE,2021-04-30 14:30:15
217,"3 Gobernantes de Roma ""idealizados"" por la literatura: Escipión Emiliano, Julio Agrícola y Juliano",https://www.youtube.com/watch?v=zzY5GafrKfE,2021-05-08 15:00:16
218,Especial 25.000 suscriptores,https://www.youtube.com/watch?v=m6yFvzB5fFU,2021-05-09 09:00:13
219,Isaac Newton: el padre de la gran revolución científica. David Corral,https://www.youtube.com/watch?v=H9a5rAhfZF8,2021-05-09 14:30:13
220,"Ginzburg, Hillesum y Stein: grandes pensadoras del siglo XX. José Ramón Ayllón",https://www.youtube.com/watch?v=oCU0lCFbLmY,2021-05-11 15:00:15
221,"El Imperio Asirio. Poder, terror y fascinación. Eva Tobalina",https://www.youtube.com/watch?v=xtZ11aCXhsw,2021-05-13 15:00:16
222,Einstein. Vida y aportación científica de uno de los grandes genios de la humanidad. David Corral,https://www.youtube.com/watch?v=9kCHJcWXHjs,2021-05-15 14:00:14
223,"""¿Por qué eres especial, irrepetible?"". Composición musical María Luisa Sánchez, texto Juan de Pedro",https://www.youtube.com/watch?v=inF0awq91fY,2021-05-16 09:00:15
224,La vida política según la filosofía griega clásica. Guillermo Navarro,https://www.youtube.com/watch?v=933fN3bG1mM,2021-05-19 15:00:16
225,"El cine y su apasionante historia, enorme trascendencia social y complejo futuro. Santiago de Pablo",https://www.youtube.com/watch?v=6fYCd9i2QzU,2021-05-21 15:00:13
226,Alcuino de York y el Renacimiento cultural con Carlomagno. Miguel Ayerbe,https://www.youtube.com/watch?v=ROSkgAvneSA,2021-05-23 15:00:15
227,"Especial 500.000 visualizaciones de ""Mesopotamia. Sumer, donde 'todo' empezó"".",https://www.youtube.com/watch?v=-6cpRiGoFfw,2021-05-24 15:00:14
228,"BABILONIA y sus grandes Imperios, hasta el esplendor Neobabilónico (Mesopotamia 4). Eva Tobalina",https://www.youtube.com/watch?v=ALiwM44-Krw,2021-05-27 15:00:09
229,"El Arte Asturiano o Prerrománico Asturiano, tesoro del Arte Altomedieval Europeo. Hugo García",https://www.youtube.com/watch?v=VfiYVmW4-YM,2021-05-29 15:00:19
230,"El Sudario de Oviedo, por Alfonso Sánchez Hermosilla, médico forense y uno de los máximos expertos",https://www.youtube.com/watch?v=nKumGl6bXf8,2021-06-01 15:00:16
231,"Estreno ciclo ""Dioses y Héroes de la Antigüedad Griega"" con Eva Tobalina el 10 de junio a las 19:00",https://www.youtube.com/watch?v=7C-YvYc2n1c,2021-06-02 15:00:11
232,Beda y San Bonifacio. Su aportación a la cultura y conformación de Europa. Miguel Ayerbe,https://www.youtube.com/watch?v=__n80ny6hUw,2021-06-04 15:00:12
233,Leyenda de los amantes de Andújar. Composición musical de Mª Luisa Sánchez y texto de Juan de Pedro,https://www.youtube.com/watch?v=csj_aZvtF60,2021-06-06 10:00:11
234,LA VIDA ECONÓMICA según el paradigma de la filosofía griega clásica. Guillermo Navarro,https://www.youtube.com/watch?v=k8N7IsgPMXE,2021-06-08 15:00:12
235,"ZEUS, EL SEÑOR DEL OLIMPO. Dioses y Héroes de la Mitología Griega (I). Eva Tobalina",https://www.youtube.com/watch?v=9F_YY6ODv9M,2021-06-10 15:00:14
236,"El poder de las imágenes. Arte e Imaginería en la tradición cristiana. Javier Viver, escultor",https://www.youtube.com/watch?v=_MST2uu84uY,2021-06-12 15:00:14
237,"Concierto homenaje a Ennio Morricone: La Misión, Cinema Paradiso, El bueno, el feo y el malo...",https://www.youtube.com/watch?v=mcV6y5q8lHw,2021-06-16 15:00:13
238,Gala de Premios del IV Festival de Cine de Cortometraje Raíces de Europa 2021,https://www.youtube.com/watch?v=zNDoWMlIJ6c,2021-06-18 15:00:14
239,El amor y la amistad en la filosofía griega. Filosofía y hombre (11). Guillermo Navarro,https://www.youtube.com/watch?v=uYDxsjXfb3E,2021-06-19 15:00:11
240,El Santo Grial de Valencia: ¿el Cáliz de Cristo? Historia y ciencia. Alfonso Sánchez Hermosilla,https://www.youtube.com/watch?v=j4VkICiIC-Q,2021-06-20 15:00:12
241,Apolo y el Oráculo de Delfos. Dioses y Héroes de la Mitología Griega (II). Eva Tobalina,https://www.youtube.com/watch?v=TyanaAfvn5k,2021-06-24 15:00:20
242,"Concierto de violines en mayo: Bach, Panchembel, Lorenc, Morricone. Virginia Esparza y Víctor Parra",https://www.youtube.com/watch?v=_I2GdZYDyqI,2021-06-26 15:00:14
243,"Historia del Arte con José Alipio Morejón. Claves para comprender, crecer y gozar con el arte",https://www.youtube.com/watch?v=H6Uu-tQB1YY,2021-07-01 15:00:14
244,"África y el origen del hombre. Historia fascinante, explicada con claridad y amenidad. Juan de Pedro",https://www.youtube.com/watch?v=xd5Ky7MKv5Q,2021-07-03 15:00:11
245,"Atenea, diosa de la guerra y la sabiduría, y protectora de Atenas. Eva Tobalina",https://www.youtube.com/watch?v=bfV1eyOxYWs,2021-07-08 15:00:27
246,África y la colaboración entre continentes: comienza una edad de oro. Juan De Pedro,https://www.youtube.com/watch?v=2Z8rMgGTsnk,2021-07-10 15:00:13
247,"50.000 suscriptores: alegría, agradecimiento, responsabilidad, metas y proyectos",https://www.youtube.com/watch?v=Ma7lQ043r2s,2021-07-14 15:00:14
248,"Agripina la Menor y el fuego del poder en la Roma de Calígula, Claudio y Nerón. Eva Tobalina",https://www.youtube.com/watch?v=3yF3Sq-EkB4,2021-07-15 15:00:24
249,Momentos mágicos: música y poesía. Composición musical de María Luisa Sánchez y texto Juan de Pedro,https://www.youtube.com/watch?v=53phA2B1yKM,2021-07-17 15:00:09
250,"ÁFRICA y el futuro. Claves geográficas, demográficas y de recursos naturales. José Alipio Morejón",https://www.youtube.com/watch?v=Esr66fzBEtc,2021-07-18 14:00:34
251,"AQUILES. El gran héroe de la Guerra de Troya. Mito, literatura, cultura y realidad. Eva Tobalina",https://www.youtube.com/watch?v=3z5SMnexrIQ,2021-07-22 15:00:13
252,China y el nuevo orden mundial por Jesús Argumosa,https://www.youtube.com/watch?v=dknM97t4g_U,2021-07-24 15:00:14
253,Zenobia de Palmira y su extraordinaria ambición y papel político en la Antigüedad. Eva Tobalina,https://www.youtube.com/watch?v=Xc_yKaubwHE,2021-07-29 15:00:16
254,"Joyas de Europa: arte, belleza y civilización. José Alipio Morejón, presentado por Ramón Jiménez",https://www.youtube.com/watch?v=uNKXFZ3TNV0,2021-07-31 15:00:11
255,Augusto y Mecenas. La Edad de Oro de la Literatura Latina y las Artes en Roma. Eva Tobalina,https://www.youtube.com/watch?v=zstQQsFG2TU,2021-08-04 15:00:19
256,Historia del Arte con Jorge Latorre (I). De la Columna de Trajano al Tapiz de Bayeux,https://www.youtube.com/watch?v=0tePZF2qFYc,2021-08-06 15:00:13
257,Leyenda del papel hecho de música. Composición musical de Mª Luisa Sánchez y poesía de Juan de Pedro,https://www.youtube.com/watch?v=Ldtzk0wrzk0,2021-08-07 15:00:08
258,San Agustín de Hipona: su visión del ciudadano y del bien común. Guillermo Navarro,https://www.youtube.com/watch?v=QRTNApupXJg,2021-08-11 15:00:11
259,"Odiseo, el Ulises romano, el héroe de la Odisea, y del infinito viaje de Troya a Ítaca. Eva Tobalina",https://www.youtube.com/watch?v=iUogdS0Rw9o,2021-08-14 15:00:11
260,"BOECIO, el último romano. Su aportación a la filosofía y al bien común. Guillermo Navarro",https://www.youtube.com/watch?v=Oyyvvl1eEIE,2021-08-18 15:00:17
261,Del Matrimonio Arnolfini de Van Eyck a Velázquez y Manet. Historia y Arte con Jorge Latorre (2).,https://www.youtube.com/watch?v=vQugCfmWDuI,2021-08-21 15:00:25
262,"Santo Tomás de Aquino: ley, justicia, libertad y pensamiento crítico. Guillermo Navarro",https://www.youtube.com/watch?v=L-u7eKRLJLQ,2021-08-25 15:00:12
263,Hércules y los doce trabajos. Mitología grecolatina (6). Eva Tobalina,https://www.youtube.com/watch?v=8TaiDrk5kYs,2021-08-28 15:00:15
264,La Capilla Sixtina de Miguel Ángel y las Estancias de Rafael. Historia y Arte con Jorge Latorre (3),https://www.youtube.com/watch?v=T1IdoMLzFBo,2021-09-01 15:00:12
265,Egipto Faraónico 1. El Imperio Antiguo. Nacimiento y esplendor. Eva Tobalina.,https://www.youtube.com/watch?v=CzT_LEdksKI,2021-09-04 15:00:17
266,"Aprendiendo de nuestras propias hijas: ""Te presto mi muñeca"". María Luisa Sánchez y Juan de Pedro",https://www.youtube.com/watch?v=KIteTOwLs9E,2021-09-05 14:00:11
267,"Joyas de Europa. Arte, belleza, historia y civilización. José Alipio Morejón",https://www.youtube.com/watch?v=0IZPV_7aUkI,2021-09-08 15:00:14
268,El Guernica de Picasso y los Desastres de la Guerra de Rubens. Historia y Arte con Jorge Latorre (4),https://www.youtube.com/watch?v=fnXloKC65tY,2021-09-11 15:00:13
269,Las señoritas de Avignon de Picasso y la Trinidad de Rublev. Historia y Arte con Jorge Latorre (5),https://www.youtube.com/watch?v=KCwxnTkX0-o,2021-09-15 15:00:13
270,El Egipto Faraónico 2. EL IMPERIO MEDIO: TAN FASCINANTE COMO DESCONOCIDO. Eva Tobalina,https://www.youtube.com/watch?v=ENjPL-qOxOI,2021-09-18 15:00:14
271,"Europa tras el Covid: ""La Conferencia sobre el futuro de Europa"". Enrique González",https://www.youtube.com/watch?v=_o0bWVHfx-I,2021-09-21 15:00:11
272,"Consejos médicos para viajar mejor. Dr. Javier Dols, autor del libro ""Tu mejor medicina eres tú""",https://www.youtube.com/watch?v=zH6PYGYcZ7U,2021-09-23 15:00:12
273,Picasso y Bill Viola: dos genios del arte contemporáneo. Jorge Latorre,https://www.youtube.com/watch?v=NhRiTI8WDpo,2021-09-25 15:00:13
274,Ciencia y salud en Europa. ¿Cómo será la vida tras el Covid? ¿Volverá la normalidad? Javier Flandes,https://www.youtube.com/watch?v=CDNm_7I3iuw,2021-09-28 15:00:31
275,Ciencia y salud en Europa. ¿Cómo será la vida tras el Covid? ¿Volverá la normalidad? Javier Flandes,https://www.youtube.com/watch?v=CDNm_7I3iuw,2021-09-28 15:00:31
276,"La Unión Europea, actor más global,  defensor de los grandes valores. Belén Becerril",https://www.youtube.com/watch?v=RCXPmbWWt_Y,2021-09-30 15:00:11
277,"La Unión Europea, actor más global,  defensor de los grandes valores. Belén Becerril",https://www.youtube.com/watch?v=RCXPmbWWt_Y,2021-09-30 15:00:11
278,Egipto Faraónico 3. EL IMPERIO NUEVO. La Dinastía XVIII: de Hatseput a Tutankamon. Eva Tobalina,https://www.youtube.com/watch?v=ccv4Tj05zl4,2021-10-02 15:00:11
279,Cultura y educación. Su papel fundamental en el futuro de Europa y del mundo. Jorge Latorre,https://www.youtube.com/watch?v=r5gjqyv7HMs,2021-10-06 15:00:12
280,Cultura y educación. Su papel fundamental en el futuro de Europa y del mundo. Jorge Latorre,https://www.youtube.com/watch?v=r5gjqyv7HMs,2021-10-06 15:00:12
281,"Europa y el Estado del Bienestar: riesgos, retos y esperanza. Ramon Jáuregui",https://www.youtube.com/watch?v=aANyB2dHw5Q,2021-10-08 15:00:28
282,"Europa y el Estado del Bienestar: riesgos, retos y esperanza. Ramon Jáuregui",https://www.youtube.com/watch?v=aANyB2dHw5Q,2021-10-08 15:00:28
283,"¿Esto es el Paraíso?"". Composición musical de María Luisa Sánchez y texto de Juan de Pedro",https://www.youtube.com/watch?v=Zg8ibowwaxI,2021-10-10 15:00:11
284,"¿Esto es el Paraíso?"". Composición musical de María Luisa Sánchez y texto de Juan de Pedro",https://www.youtube.com/watch?v=Zg8ibowwaxI,2021-10-10 15:00:11
285,Ermitaraba. Apertura de las ermitas y otros monumentos de Álava y Treviño. Miguel Ángel Salazar,https://www.youtube.com/watch?v=UV1ftx0-hYA,2021-10-12 15:00:12
286,Ermitaraba. Apertura de las ermitas y otros monumentos de Álava y Treviño. Miguel Ángel Salazar,https://www.youtube.com/watch?v=UV1ftx0-hYA,2021-10-12 15:00:12
287,"El EREMITISMO, ORIGEN Y DESARROLLO. Algunos ejemplos en Treviño y Norte de España. Mari Luz Mangado",https://www.youtube.com/watch?v=0V7Qu0qYZ9I,2021-10-14 15:00:12
288,"El EREMITISMO, ORIGEN Y DESARROLLO. Algunos ejemplos en Treviño y Norte de España. Mari Luz Mangado",https://www.youtube.com/watch?v=0V7Qu0qYZ9I,2021-10-14 15:00:12
289,Egipto Faraónico 4. EL IMPERIO NUEVO 2: Dinastía XIX. Ramsés II: esplendor y ocaso. Eva Tobalina,https://www.youtube.com/watch?v=DZ2lGkzCwIQ,2021-10-16 15:00:17
290,"Hemos superados los 75.000 suscriptores: alegría, agradecimiento y anuncio de nuevos vídeos",https://www.youtube.com/watch?v=cG0XznPyKPo,2021-10-22 15:00:26
291,"Hemos superados los 75.000 suscriptores: alegría, agradecimiento y anuncio de nuevos vídeos",https://www.youtube.com/watch?v=cG0XznPyKPo,2021-10-22 15:00:26
292,"Europa: historia, valores, retos e identidad. Armando Zerolo",https://www.youtube.com/watch?v=9XLHBkqPwwQ,2021-10-23 15:00:49
293,"Europa: historia, valores, retos e identidad. Armando Zerolo",https://www.youtube.com/watch?v=9XLHBkqPwwQ,2021-10-23 15:00:49
294,Seguridad y libertad en Europa. Suiza: ¿un ejemplo a seguir? Romualdo Bermejo,https://www.youtube.com/watch?v=_qMg6W0k48E,2021-10-27 15:00:16
295,Seguridad y libertad en Europa. Suiza: ¿un ejemplo a seguir? Romualdo Bermejo,https://www.youtube.com/watch?v=_qMg6W0k48E,2021-10-27 15:00:16
296,La economía de Europa tras el Covid: claves y retos para el presente y futuro. Pedro Antonio Morejón,https://www.youtube.com/watch?v=Dkt54_gwW0s,2021-11-01 17:00:13
297,La economía de Europa tras el Covid: claves y retos para el presente y futuro. Pedro Antonio Morejón,https://www.youtube.com/watch?v=Dkt54_gwW0s,2021-11-01 17:00:13
298,El Renacimiento en Granada. Belleza y esplendor tras las huellas de Italia. Hugo García,https://www.youtube.com/watch?v=1hztt3U1C3Q,2021-11-03 16:00:15
299,Paisajes de la alegría. Poesía y arte. José Manuel Gutierrez,https://www.youtube.com/watch?v=zu65Gdo4zRA,2021-11-06 16:00:11
300,Esplendor del Renacimiento: las maravillas de Úbeda y Baeza. Hugo García,https://www.youtube.com/watch?v=kKWfjWFsGLk,2021-11-08 16:00:13
301,Digitalización y nuevas tecnologías. Trascendencia y retos para Europa y el mundo. Clare Cannon,https://www.youtube.com/watch?v=jBsVu_rvim0,2021-11-10 23:00:17
302,"Druidas, montañas y estrellas: santuarios prerromanos, por qué de los meses del año y mucho más",https://www.youtube.com/watch?v=XAhkNn0pRuk,2021-11-13 16:00:14
303,La increíble historia del marino y soldado Gonzalo Guerrero y la princesa maya Za'asil. J. de Pedro,https://www.youtube.com/watch?v=Q0tqVAlUKLw,2021-11-20 16:00:11
304,"Europa ante la globalización, el covid, USA, China, Rusia, la crisis demográfica... Mikel Antón",https://www.youtube.com/watch?v=jq4hFdDzRMs,2021-11-24 16:00:11
305,TIBERIO. La apasionante y desconocida vida del emperador que sucedió a Augusto. EVA TOBALINA,https://www.youtube.com/watch?v=ohHSySTGNzg,2021-11-27 16:00:10
306,"Josías de Judá, el nuevo David. Reforma de Israel y redacción de la Biblia. Joseángel Domínguez",https://www.youtube.com/watch?v=bSdC7de0saY,2021-12-03 16:00:15
307,"""El secreto oculto de los libros"" y el proceso creador del escritor. Alfonso del Río",https://www.youtube.com/watch?v=bHUUzBpkybQ,2021-12-07 16:00:12
308,El profeta Jeremías. La Nueva Alianza y la destrucción de Jerusalén. Joseángel Domínguez,https://www.youtube.com/watch?v=Swpe2D3Kcq0,2021-12-10 16:00:14
309,CALÍGULA. Historia y mito del emperador tirano y loco por excelencia. EVA TOBALINA,https://www.youtube.com/watch?v=dBe13BFBVa8,2021-12-17 16:00:15
310,Aristóteles y el placer: la genial aportación de una de las mentes más brillantes. Manuel Cruz,https://www.youtube.com/watch?v=xW4hBA4dH68,2021-12-22 16:00:16
311,"Concierto de Navidad 2021 Raíces de Europa: Corelli, Mozart, Piovani, Gardel, Morricone, Piazzola...",https://www.youtube.com/watch?v=CQjcoNU1DW4,2021-12-24 15:00:15
312,Elena de Constantinopla y su excepcional papel en la historia del mundo. José Alipio Morejón,https://www.youtube.com/watch?v=PqoLBEdxZUQ,2021-12-25 16:00:13
313,"Mencía de Mendoza: excepcional mujer, promotora de las artes y de su linaje. Concepción Porras",https://www.youtube.com/watch?v=AYihPYz7mU4,2021-12-28 16:00:14
314,Felipe III de España y II de Portugal: el gran olvidado. Hugo Huidobro,https://www.youtube.com/watch?v=54_jFRjfteQ,2022-01-01 16:00:13
315,Aristóteles: el arte y la belleza. Guillermo Navarro,https://www.youtube.com/watch?v=xZKbAnes3aQ,2022-01-04 16:00:18
316,Sofonisba Anguissola: genial pintora del Renacimiento. Desvelando su vida. José Alipio Morejón,https://www.youtube.com/watch?v=GLKCCmCEFqc,2022-01-07 16:00:14
317,"Introducción a la Biblia y el libro ""Pórtico de la Biblia"". Joseángel Domínguez",https://www.youtube.com/watch?v=kXZPQcowNsk,2022-01-11 16:00:29
318,Los Manuscritos del Mar Muerto y la raíz judía del cristianismo. Adolfo Roitman,https://www.youtube.com/watch?v=reeWFHnMTqg,2022-01-14 16:00:14
319,Sophie Scholl contra Hitler. La apasionante historia de una joven heroína. José Ramón Ayllón,https://www.youtube.com/watch?v=4zTmbyoM02U,2022-01-18 16:00:13
320,"CLAUDIO, el emperador erudito. Una vida sorprendente. Eva Tobalina",https://www.youtube.com/watch?v=hodOKW3yW3c,2022-01-21 16:00:16
321,Las hermanas BOULANGER: genios de la música por descubrir. Biografías apasionantes. David Otero,https://www.youtube.com/watch?v=pz2k8UBiJuM,2022-01-25 16:00:14
322,"EGERIA, la gran viajera de la Antigüedad. Su fascinante vida, viaje y obra. José Alipio Morejón",https://www.youtube.com/watch?v=QJegldhWKPc,2022-01-28 16:00:13
323,¡¡100 000 suscriptores!! ¡¡Gracias!! Y os dejamos un adelanto de nueevos vídeos,https://www.youtube.com/watch?v=9ZtOxy1imTg,2022-02-04 18:00:39
324,DUNS SCOTO y su pensamiento filosófico. El origen del hombre moderno. Guillermo Navarro,https://www.youtube.com/watch?v=YRbaVYvic1o,2022-02-08 16:00:13
325,"NERÓN, el emperador odiado. Historia y mito. Eva Tobalina",https://www.youtube.com/watch?v=b13BEWJ26v0,2022-02-11 16:01:05
326,"Magallanes, Elcano y la 1ª circunnavegación del planeta. Razones de la gesta. Hugo Huidobro",https://www.youtube.com/watch?v=0VKRJyKuaIA,2022-02-18 16:00:42
327,"La búsqueda del ""Jesús histórico"". Historia de la cuestión y estado actual. Manuel Pérez Tendero",https://www.youtube.com/watch?v=LYALXl_FuTo,2022-02-25 16:00:13
328,LA RUTA DE LA SEDA: EL RECORRIDO. Apasionante realidad geográfica e histórica. Eva Tobalina,https://www.youtube.com/watch?v=IVQj656FBpY,2022-03-04 16:00:13
329,El vídeo sobre Mesopotamia y los sumerios ha alcanzado los 2 millones de visualizaciones. Gracias!,https://www.youtube.com/watch?v=bYX6mALAuUg,2022-03-05 16:00:13
330,EDITH STEIN: mujer y filósofa excepcional. Pensamiento filosófico. Guillermo Navarro,https://www.youtube.com/watch?v=scdP4HzZehs,2022-03-08 16:00:31
331,"Ruta de la Seda. Los productos ansiados: seda, papel, porcelana y laca. Eva Tobalina",https://www.youtube.com/watch?v=NY3BsoS_R3I,2022-03-18 16:00:53
332,La Ruta de la Seda y China. El arte en el Imperio Chino a lo largo de la historia. Jorge Latorre,https://www.youtube.com/watch?v=odreRbxDwe4,2022-03-25 16:01:06
333,"Ucrania, ¿la frontera de Europa? Consideraciones en torno a su historia. Jorge Latorre",https://www.youtube.com/watch?v=8edSqHxm7dY,2022-03-30 15:00:13
334,"ODESA, la perla del Mar Negro. Historia y cultura de una ciudad fascinante. Hugo Huidobro",https://www.youtube.com/watch?v=g6gxZkVTjgM,2022-04-05 15:00:12
335,Andrea MANTEGNA: uno de los más grandes pintores del Renacimiento. Hugo García,https://www.youtube.com/watch?v=euu5e1u4olU,2022-04-07 15:00:11
336,Trailer de la selección de películas premiadas en el Festival Internacional de Cine Raíces de Europa,https://www.youtube.com/watch?v=q-pNev-Yhjc,2022-04-08 15:00:17
337,"Maravillas del Norte de Italia: Pavía, Cremona, Mantua, Bolonia, Parma... Miguel Angel Salazar",https://www.youtube.com/watch?v=-ljg0t1IXU8,2022-04-09 15:01:07
338,"Genios del Renacimiento: Alberti, Correggio, Pordenone, Parmigianino y Giulio Romano. J. A. Morejon",https://www.youtube.com/watch?v=T032kywiK4Q,2022-04-12 15:00:16
339,"Entrando en la Biblia I. Génesis, Noé, los idiomas de la Biblia, Mesopotamia... Joseángel Domínguez",https://www.youtube.com/watch?v=aYfALrrxY3Y,2022-04-14 15:00:15
340,Túnez. Del islam a la independencia: introducción a una historia apasionante. Hugo Huidobro,https://www.youtube.com/watch?v=oa8StfosZTY,2022-04-26 15:00:13
341,Historia e importancia del documental. Del orígen del cine al fin de la II G.M. Miguel A. Salazar,https://www.youtube.com/watch?v=1PqOK_PpdPw,2022-04-30 14:00:12
342,Historia e importancia del cine documental (II). Del fin de la II GM al año 2022. Miguel A. Salazar,https://www.youtube.com/watch?v=2u5q8qQIKD8,2022-05-01 14:00:17
343,Mitología de los pueblos del Norte: los monstruos marinos. Macia Riutort i Riutort,https://www.youtube.com/watch?v=7EqBVrEdEro,2022-05-01 17:30:26
344,Bucle REIFF 2022. Presentación del V Festival Internacinal de Cine Raíces de Europa,https://www.youtube.com/watch?v=nWjFbKxXkO8,2022-05-03 15:00:42
